name, fCode, lati,long,ellHt,northing,easting,elev,antHt,horizPrec,vertPrec,startTime,RMS,MaxRDOP,MaxHDOP,MaxVDOP,NumPos,minSVs
310108, CL, +34.915953585, -79.661102011, 321.046, 425001.605, 1801820.202, 424.442, 15.737,0.047,0.085,28-May-2008 7:01:22 PM, 0.003,,1.233,2.208,1,9
310109, CL, +34.915972948, -79.661071935, 321.056, 425008.592, 1801829.265, 424.453, 15.737,0.041,0.074,28-May-2008 7:01:23 PM, 0.004,,1.233,2.208,1,9
310110, CL, +34.915991783, -79.661041733, 321.094, 425015.386, 1801838.364, 424.491, 15.737,0.046,0.083,28-May-2008 7:01:24 PM, 0.003,,1.233,2.208,1,9
310111, CL, +34.916010577, -79.661012059, 321.084, 425022.166, 1801847.305, 424.481, 15.737,0.050,0.090,28-May-2008 7:01:25 PM, 0.004,,1.233,2.209,1,9
310112, CL, +34.916029509, -79.660982766, 321.106, 425028.997, 1801856.132, 424.503, 15.737,0.049,0.087,28-May-2008 7:01:26 PM, 0.004,,1.232,2.209,1,9
310113, CL, +34.916049939, -79.660950595, 321.130, 425036.368, 1801865.825, 424.527, 15.737,0.041,0.074,28-May-2008 7:01:27 PM, 0.004,,1.232,2.209,1,9
310114, CL, +34.916086301, -79.660892768, 321.158, 425049.486, 1801883.248, 424.555, 15.737,0.042,0.075,28-May-2008 7:01:29 PM, 0.003,,1.232,2.210,1,9
310115, CL, +34.916120283, -79.660839067, 321.167, 425061.746, 1801899.428, 424.565, 15.737,0.045,0.081,28-May-2008 7:01:31 PM, 0.003,,1.232,2.211,1,9
310116, CL, +34.916137706, -79.660810904, 321.163, 425068.030, 1801907.912, 424.561, 15.737,0.052,0.093,28-May-2008 7:01:32 PM, 0.004,,1.232,2.211,1,9
310117, CL, +34.916157213, -79.660780821, 321.196, 425075.069, 1801916.978, 424.595, 15.737,0.040,0.071,28-May-2008 7:01:33 PM, 0.004,,1.232,2.211,1,9
310118, CL, +34.916174712, -79.660753835, 321.236, 425081.383, 1801925.110, 424.635, 15.737,0.076,0.136,28-May-2008 7:01:34 PM, 0.003,,1.232,2.212,1,9
310119, CL, +34.916191483, -79.660726535, 321.254, 425087.432, 1801933.334, 424.653, 15.737,0.061,0.110,28-May-2008 7:01:35 PM, 0.006,,1.232,2.212,1,9
310120, CL, +34.916208207, -79.660699642, 321.208, 425093.465, 1801941.436, 424.607, 15.737,0.057,0.102,28-May-2008 7:01:36 PM, 0.005,,1.232,2.212,1,9
310121, CL, +34.916225262, -79.660673314, 321.251, 425099.619, 1801949.369, 424.651, 15.737,0.054,0.097,28-May-2008 7:01:37 PM, 0.005,,1.232,2.213,1,9
310122, CL, +34.916258501, -79.660621408, 321.152, 425111.612, 1801965.010, 424.552, 15.737,0.037,0.067,28-May-2008 7:01:39 PM, 0.005,,1.232,2.214,1,9
310123, CL, +34.916290665, -79.660570793, 321.258, 425123.216, 1801980.260, 424.657, 15.737,0.029,0.051,28-May-2008 7:01:41 PM, 0.003,,1.232,2.214,1,9
310124, CL, +34.916322068, -79.660521173, 321.295, 425134.546, 1801995.211, 424.695, 15.737,0.037,0.066,28-May-2008 7:01:43 PM, 0.003,,1.232,2.215,1,9
310125, CL, +34.916352733, -79.660473188, 321.407, 425145.610, 1802009.669, 424.808, 15.737,0.036,0.065,28-May-2008 7:01:45 PM, 0.003,,1.232,2.216,1,9
310126, CL, +34.916382053, -79.660426668, 321.344, 425156.187, 1802023.685, 424.745, 15.737,0.034,0.062,28-May-2008 7:01:47 PM, 0.004,,1.232,2.216,1,9
310127, CL, +34.916410609, -79.660381166, 321.360, 425166.489, 1802037.394, 424.761, 15.737,0.044,0.079,28-May-2008 7:01:49 PM, 0.003,,1.232,2.217,1,9
310128, CL, +34.916438957, -79.660337372, 321.492, 425176.718, 1802050.591, 424.893, 15.737,0.048,0.087,28-May-2008 7:01:51 PM, 0.003,,1.232,2.218,1,9
310129, CL, +34.916465523, -79.660294486, 321.562, 425186.300, 1802063.511, 424.963, 15.737,0.033,0.060,28-May-2008 7:01:53 PM, 0.003,,1.232,2.218,1,9
310130, CL, +34.916491388, -79.660254402, 321.606, 425195.633, 1802075.590, 425.008, 15.737,0.033,0.059,28-May-2008 7:01:55 PM, 0.004,,1.232,2.219,1,9
310131, CL, +34.916514200, -79.660218364, 321.636, 425203.863, 1802086.447, 425.039, 15.737,0.035,0.062,28-May-2008 7:01:57 PM, 0.004,,1.232,2.220,1,9
310132, CL, +34.916535150, -79.660184665, 321.584, 425211.421, 1802096.600, 424.986, 15.737,0.055,0.099,28-May-2008 7:02:00 PM, 0.003,,1.232,2.221,1,9
310133, CL, +34.916555529, -79.660153207, 321.611, 425218.774, 1802106.079, 425.014, 15.737,0.030,0.055,28-May-2008 7:03:15 PM, 0.003,,1.231,2.248,1,9
310134, CL, +34.916572692, -79.660126045, 321.646, 425224.966, 1802114.263, 425.049, 15.737,0.046,0.085,28-May-2008 7:03:18 PM, 0.004,,1.231,2.249,1,9
310135, CL, +34.916594263, -79.660091267, 321.560, 425232.747, 1802124.741, 424.963, 15.737,0.062,0.113,28-May-2008 7:03:21 PM, 0.004,,1.231,2.251,1,9
310136, CL, +34.916618236, -79.660053584, 321.586, 425241.396, 1802136.095, 424.989, 15.737,0.029,0.054,28-May-2008 7:03:24 PM, 0.003,,1.231,2.252,1,9
310137, CL, +34.916640657, -79.660018088, 321.618, 425249.485, 1802146.789, 425.022, 15.737,0.041,0.075,28-May-2008 7:03:27 PM, 0.003,,1.231,2.253,1,9
310138, CL, +34.916662059, -79.659983931, 321.674, 425257.206, 1802157.080, 425.078, 15.737,0.044,0.080,28-May-2008 7:03:30 PM, 0.004,,1.231,2.254,1,9
310139, CL, +34.916681183, -79.659953920, 321.743, 425264.105, 1802166.123, 425.147, 15.737,0.034,0.062,28-May-2008 7:03:33 PM, 0.003,,1.231,2.255,1,9
310140, CL, +34.916698858, -79.659926061, 321.778, 425270.483, 1802174.517, 425.182, 15.737,0.045,0.082,28-May-2008 7:03:37 PM, 0.003,,1.231,2.257,1,9
310141, CL, +34.916717542, -79.659896088, 321.772, 425277.222, 1802183.547, 425.177, 15.737,0.024,0.044,28-May-2008 7:03:59 PM, 0.003,,1.231,2.265,1,9
310142, CL, +34.916736804, -79.659865733, 321.819, 425284.172, 1802192.693, 425.224, 15.737,0.039,0.072,28-May-2008 7:04:02 PM, 0.003,,1.231,2.266,1,9
310143, CL, +34.916760399, -79.659828752, 321.895, 425292.685, 1802203.835, 425.300, 15.737,0.052,0.096,28-May-2008 7:04:05 PM, 0.004,,1.231,2.268,1,9
310144, CL, +34.916777780, -79.659801199, 321.908, 425298.955, 1802212.137, 425.313, 15.737,0.050,0.091,28-May-2008 7:04:07 PM, 0.006,,1.231,2.268,1,9
310145, CL, +34.916797203, -79.659770331, 321.958, 425305.962, 1802221.437, 425.363, 15.737,0.049,0.090,28-May-2008 7:04:09 PM, 0.004,,1.231,2.269,1,9
310146, CL, +34.916819983, -79.659734563, 322.006, 425314.181, 1802232.214, 425.412, 15.737,0.068,0.126,28-May-2008 7:04:11 PM, 0.005,,1.232,2.270,1,9
310147, CL, +34.916844793, -79.659695436, 322.050, 425323.132, 1802244.003, 425.456, 15.737,0.078,0.144,28-May-2008 7:04:13 PM, 0.006,,1.232,2.271,1,9
310148, CL, +34.916869603, -79.659656288, 321.993, 425332.083, 1802255.798, 425.399, 15.737,0.069,0.128,28-May-2008 7:04:15 PM, 0.007,,1.232,2.271,1,9
310149, CL, +34.916893930, -79.659617671, 321.961, 425340.859, 1802267.433, 425.367, 15.737,0.053,0.098,28-May-2008 7:04:17 PM, 0.005,,1.232,2.272,1,9
310150, CL, +34.916918057, -79.659580283, 321.955, 425349.565, 1802278.699, 425.361, 15.737,0.044,0.081,28-May-2008 7:04:19 PM, 0.004,,1.232,2.273,1,9
310151, CL, +34.916941596, -79.659543197, 321.923, 425358.058, 1802289.873, 425.330, 15.737,0.041,0.075,28-May-2008 7:04:21 PM, 0.004,,1.232,2.274,1,9
310152, CL, +34.916964594, -79.659506565, 321.982, 425366.354, 1802300.909, 425.389, 15.737,0.063,0.116,28-May-2008 7:04:23 PM, 0.004,,1.232,2.275,1,9
310153, CL, +34.916985727, -79.659473830, 321.959, 425373.980, 1802310.773, 425.366, 15.737,0.061,0.113,28-May-2008 7:04:25 PM, 0.006,,1.232,2.275,1,9
310154, CL, +34.917002986, -79.659446932, 321.994, 425380.208, 1802318.878, 425.401, 15.737,0.056,0.103,28-May-2008 7:04:27 PM, 0.005,,1.232,2.276,1,9
310155, CL, +34.917020620, -79.659418808, 321.983, 425386.569, 1802327.351, 425.391, 15.737,0.054,0.099,28-May-2008 7:04:30 PM, 0.004,,1.232,2.277,1,9
310156, CL, +34.917039063, -79.659389842, 322.013, 425393.223, 1802336.079, 425.420, 15.737,0.042,0.078,28-May-2008 7:04:36 PM, 0.004,,1.232,2.280,1,9
pt5ak, WD, +34.915947921, -79.661110694, 320.994, 424999.561, 1801817.585, 424.390, 15.737,0.024,0.046,28-May-2008 7:07:06 PM, 0.004,2.648,1.235,2.343,5,9
650001, CL, +34.915047827, -79.665003149, 320.888, 424679.789, 1800648.560, 424.249, 15.737,0.111,0.157,28-May-2008 9:19:35 PM, 0.007,,1.244,1.753,1,9
650002, CL, +34.915072150, -79.664976164, 320.853, 424688.586, 1800656.708, 424.214, 15.737,0.136,0.192,28-May-2008 9:19:37 PM, 0.007,,1.244,1.753,1,9
650003, CL, +34.915098164, -79.664946681, 320.790, 424697.994, 1800665.610, 424.151, 15.737,0.127,0.179,28-May-2008 9:19:39 PM, 0.010,,1.244,1.753,1,9
650004, CL, +34.915123823, -79.664916854, 320.869, 424707.272, 1800674.614, 424.230, 15.737,0.045,0.064,28-May-2008 9:19:41 PM, 0.010,,1.243,1.753,1,9
650005, CL, +34.915143048, -79.664892959, 320.803, 424714.221, 1800681.824, 424.165, 15.737,0.060,0.085,28-May-2008 9:19:43 PM, 0.007,,1.243,1.753,1,9
650006, CL, +34.915163454, -79.664866677, 320.758, 424721.594, 1800689.752, 424.119, 15.737,0.095,0.134,28-May-2008 9:19:47 PM, 0.008,,1.243,1.753,1,9
650007, CL, +34.915188389, -79.664834452, 320.669, 424730.604, 1800699.473, 424.030, 15.737,0.036,0.051,28-May-2008 9:19:55 PM, 0.003,,1.243,1.753,1,9
650008, CL, +34.915213848, -79.664798068, 320.668, 424739.796, 1800710.442, 424.030, 15.737,0.037,0.052,28-May-2008 9:19:57 PM, 0.002,,1.243,1.753,1,9
650009, CL, +34.915246320, -79.664749996, 320.516, 424751.517, 1800724.931, 423.878, 15.737,0.028,0.040,28-May-2008 9:19:59 PM, 0.003,,1.243,1.753,1,9
650010, CL, +34.915264556, -79.664722870, 320.575, 424758.099, 1800733.107, 423.938, 15.737,0.090,0.127,28-May-2008 9:20:00 PM, 0.002,,1.243,1.753,1,9
650011, CL, +34.915283657, -79.664694936, 320.639, 424764.994, 1800741.528, 424.001, 15.737,0.102,0.144,28-May-2008 9:20:01 PM, 0.007,,1.243,1.753,1,9
650012, CL, +34.915303736, -79.664666673, 320.626, 424772.245, 1800750.049, 423.989, 15.737,0.097,0.137,28-May-2008 9:20:02 PM, 0.008,,1.243,1.753,1,9
650013, CL, +34.915324661, -79.664638058, 320.581, 424779.802, 1800758.678, 423.944, 15.737,0.056,0.079,28-May-2008 9:20:03 PM, 0.008,,1.243,1.753,1,9
650014, CL, +34.915346851, -79.664609205, 320.529, 424787.820, 1800767.381, 423.892, 15.737,0.063,0.089,28-May-2008 9:20:04 PM, 0.005,,1.243,1.753,1,9
650015, CL, +34.915370347, -79.664580790, 320.523, 424796.314, 1800775.957, 423.886, 15.737,0.072,0.101,28-May-2008 9:20:05 PM, 0.005,,1.243,1.753,1,9
650016, CL, +34.915394316, -79.664551969, 320.554, 424804.979, 1800784.655, 423.917, 15.737,0.098,0.138,28-May-2008 9:20:06 PM, 0.006,,1.242,1.753,1,9
650017, CL, +34.915418112, -79.664522337, 320.496, 424813.579, 1800793.595, 423.860, 15.737,0.089,0.125,28-May-2008 9:20:07 PM, 0.008,,1.242,1.753,1,9
650018, CL, +34.915441637, -79.664491975, 320.408, 424822.080, 1800802.754, 423.772, 15.737,0.093,0.132,28-May-2008 9:20:08 PM, 0.007,,1.242,1.753,1,9
650019, CL, +34.915465203, -79.664461101, 320.289, 424830.594, 1800812.067, 423.653, 15.737,0.036,0.051,28-May-2008 9:20:09 PM, 0.008,,1.242,1.753,1,9
650020, CL, +34.915488955, -79.664430077, 320.319, 424839.175, 1800821.424, 423.683, 15.737,0.049,0.069,28-May-2008 9:20:10 PM, 0.003,,1.242,1.753,1,9
650021, CL, +34.915511855, -79.664397693, 320.167, 424847.445, 1800831.188, 423.531, 15.737,0.063,0.090,28-May-2008 9:20:11 PM, 0.004,,1.242,1.753,1,9
650022, CL, +34.915534622, -79.664364889, 320.113, 424855.664, 1800841.077, 423.478, 15.737,0.071,0.100,28-May-2008 9:20:12 PM, 0.005,,1.242,1.753,1,9
650023, CL, +34.915557508, -79.664332245, 320.041, 424863.927, 1800850.918, 423.406, 15.737,0.122,0.172,28-May-2008 9:20:13 PM, 0.006,,1.242,1.753,1,9
650024, CL, +34.915579156, -79.664298731, 319.981, 424871.738, 1800861.017, 423.346, 15.737,0.062,0.088,28-May-2008 9:20:14 PM, 0.010,,1.242,1.753,1,9
650025, CL, +34.915602693, -79.664262125, 319.888, 424880.231, 1800872.048, 423.253, 15.737,0.089,0.126,28-May-2008 9:20:15 PM, 0.005,,1.242,1.752,1,9
650026, CL, +34.915621920, -79.664232897, 319.861, 424887.169, 1800880.857, 423.226, 15.737,0.086,0.121,28-May-2008 9:20:16 PM, 0.007,,1.242,1.752,1,9
650027, CL, +34.915642116, -79.664200722, 319.805, 424894.455, 1800890.551, 423.171, 15.737,0.128,0.181,28-May-2008 9:20:17 PM, 0.007,,1.242,1.752,1,9
650028, CL, +34.915661678, -79.664169239, 319.714, 424901.511, 1800900.036, 423.079, 15.737,0.112,0.158,28-May-2008 9:20:18 PM, 0.011,,1.242,1.752,1,9
650029, CL, +34.915681315, -79.664139015, 319.684, 424908.596, 1800909.144, 423.050, 15.737,0.048,0.068,28-May-2008 9:20:19 PM, 0.009,,1.242,1.752,1,9
650030, CL, +34.915700795, -79.664108932, 319.629, 424915.625, 1800918.210, 422.995, 15.737,0.042,0.059,28-May-2008 9:20:20 PM, 0.004,,1.242,1.752,1,9
650031, CL, +34.915720024, -79.664077922, 319.572, 424922.561, 1800927.552, 422.938, 15.737,0.061,0.086,28-May-2008 9:20:21 PM, 0.003,,1.242,1.752,1,9
650032, CL, +34.915739961, -79.664046980, 319.502, 424929.754, 1800936.876, 422.869, 15.737,0.071,0.101,28-May-2008 9:20:22 PM, 0.005,,1.242,1.752,1,9
650033, CL, +34.915760485, -79.664015738, 319.382, 424937.161, 1800946.291, 422.749, 15.737,0.099,0.140,28-May-2008 9:20:23 PM, 0.006,,1.242,1.752,1,9
650034, CL, +34.915780753, -79.663983379, 319.348, 424944.472, 1800956.041, 422.715, 15.737,0.082,0.116,28-May-2008 9:20:24 PM, 0.008,,1.242,1.752,1,9
650035, CL, +34.915801227, -79.663950888, 319.208, 424951.858, 1800965.831, 422.575, 15.737,0.058,0.082,28-May-2008 9:20:25 PM, 0.007,,1.242,1.752,1,9
650036, CL, +34.915822292, -79.663919086, 319.159, 424959.460, 1800975.415, 422.526, 15.737,0.074,0.105,28-May-2008 9:20:26 PM, 0.005,,1.242,1.752,1,9
650037, CL, +34.915842524, -79.663886539, 319.091, 424966.758, 1800985.221, 422.459, 15.737,0.083,0.118,28-May-2008 9:20:27 PM, 0.006,,1.242,1.752,1,9
650038, CL, +34.915862669, -79.663854080, 319.022, 424974.024, 1800995.000, 422.390, 15.737,0.060,0.085,28-May-2008 9:20:28 PM, 0.007,,1.242,1.752,1,9
650039, CL, +34.915883628, -79.663822816, 318.954, 424981.589, 1801004.423, 422.322, 15.737,0.075,0.106,28-May-2008 9:20:29 PM, 0.005,,1.242,1.752,1,9
650040, CL, +34.915905481, -79.663787860, 318.961, 424989.472, 1801014.955, 422.329, 15.737,0.071,0.100,28-May-2008 9:20:30 PM, 0.006,,1.242,1.752,1,9
650041, CL, +34.915925047, -79.663756155, 319.001, 424996.529, 1801024.507, 422.370, 15.737,0.070,0.098,28-May-2008 9:20:31 PM, 0.006,,1.241,1.752,1,9
650042, CL, +34.915944822, -79.663725720, 318.934, 425003.664, 1801033.678, 422.303, 15.737,0.034,0.048,28-May-2008 9:20:32 PM, 0.006,,1.241,1.752,1,9
650043, CL, +34.915964119, -79.663695453, 318.905, 425010.626, 1801042.798, 422.274, 15.737,0.030,0.043,28-May-2008 9:20:33 PM, 0.003,,1.241,1.752,1,9
650044, CL, +34.915983087, -79.663664605, 318.811, 425017.467, 1801052.092, 422.180, 15.737,0.025,0.035,28-May-2008 9:20:34 PM, 0.002,,1.241,1.752,1,9
650045, CL, +34.916002490, -79.663633729, 318.906, 425024.467, 1801061.394, 422.276, 15.737,0.036,0.050,28-May-2008 9:20:35 PM, 0.002,,1.241,1.752,1,9
650046, CL, +34.916022021, -79.663603046, 318.917, 425031.513, 1801070.640, 422.287, 15.737,0.040,0.056,28-May-2008 9:20:36 PM, 0.003,,1.241,1.752,1,9
650047, CL, +34.916041103, -79.663571992, 318.914, 425038.395, 1801079.995, 422.284, 15.737,0.025,0.035,28-May-2008 9:20:37 PM, 0.003,,1.241,1.752,1,9
650048, CL, +34.916060691, -79.663540879, 318.753, 425045.461, 1801089.369, 422.123, 15.737,0.041,0.058,28-May-2008 9:20:38 PM, 0.002,,1.241,1.752,1,9
650049, CL, +34.916081028, -79.663509846, 318.750, 425052.800, 1801098.721, 422.120, 15.737,0.032,0.046,28-May-2008 9:20:39 PM, 0.003,,1.241,1.752,1,9
650050, CL, +34.916100286, -79.663478175, 318.697, 425059.745, 1801108.262, 422.067, 15.737,0.027,0.039,28-May-2008 9:20:40 PM, 0.003,,1.241,1.752,1,9
650051, CL, +34.916119262, -79.663446962, 318.684, 425066.589, 1801117.665, 422.054, 15.737,0.028,0.039,28-May-2008 9:20:41 PM, 0.002,,1.241,1.752,1,9
650052, CL, +34.916139341, -79.663416712, 318.671, 425073.835, 1801126.782, 422.042, 15.737,0.029,0.041,28-May-2008 9:20:42 PM, 0.002,,1.241,1.752,1,9
650053, CL, +34.916159115, -79.663386024, 318.623, 425080.970, 1801136.029, 421.994, 15.737,0.031,0.044,28-May-2008 9:20:43 PM, 0.002,,1.241,1.752,1,9
650054, CL, +34.916177918, -79.663354756, 318.655, 425087.750, 1801145.448, 422.026, 15.737,0.034,0.048,28-May-2008 9:20:44 PM, 0.003,,1.241,1.752,1,9
650055, CL, +34.916197340, -79.663324435, 318.677, 425094.758, 1801154.584, 422.049, 15.737,0.028,0.039,28-May-2008 9:20:45 PM, 0.003,,1.241,1.752,1,9
650056, CL, +34.916217286, -79.663294499, 318.676, 425101.957, 1801163.607, 422.047, 15.737,0.028,0.039,28-May-2008 9:20:46 PM, 0.002,,1.241,1.752,1,9
650057, CL, +34.916236253, -79.663263432, 318.793, 425108.797, 1801172.966, 422.165, 15.737,0.041,0.057,28-May-2008 9:20:47 PM, 0.002,,1.241,1.752,1,9
650058, CL, +34.916255457, -79.663232700, 318.688, 425115.724, 1801182.225, 422.060, 15.737,0.033,0.047,28-May-2008 9:20:48 PM, 0.003,,1.241,1.752,1,9
650059, CL, +34.916275329, -79.663202410, 318.735, 425122.895, 1801191.353, 422.107, 15.737,0.029,0.041,28-May-2008 9:20:49 PM, 0.003,,1.241,1.752,1,9
650060, CL, +34.916294777, -79.663171495, 318.857, 425129.911, 1801200.668, 422.230, 15.737,0.031,0.043,28-May-2008 9:20:50 PM, 0.002,,1.241,1.752,1,9
650061, CL, +34.916313938, -79.663140206, 318.887, 425136.821, 1801210.094, 422.259, 15.737,0.025,0.035,28-May-2008 9:20:51 PM, 0.003,,1.241,1.752,1,9
650062, CL, +34.916333751, -79.663109495, 318.884, 425143.970, 1801219.348, 422.257, 15.737,0.025,0.035,28-May-2008 9:20:52 PM, 0.002,,1.241,1.752,1,9
650063, CL, +34.916353774, -79.663078827, 318.947, 425151.196, 1801228.590, 422.320, 15.737,0.030,0.042,28-May-2008 9:20:53 PM, 0.002,,1.241,1.752,1,9
650064, CL, +34.916373233, -79.663047447, 318.967, 425158.214, 1801238.044, 422.340, 15.737,0.034,0.048,28-May-2008 9:20:54 PM, 0.002,,1.241,1.752,1,9
650065, CL, +34.916393023, -79.663016227, 318.961, 425165.354, 1801247.451, 422.334, 15.737,0.028,0.039,28-May-2008 9:20:55 PM, 0.003,,1.241,1.752,1,9
650066, CL, +34.916413106, -79.662985347, 318.949, 425172.601, 1801256.756, 422.323, 15.737,0.026,0.037,28-May-2008 9:20:56 PM, 0.002,,1.240,1.752,1,9
650067, CL, +34.916432982, -79.662954023, 318.912, 425179.772, 1801266.194, 422.286, 15.737,0.032,0.045,28-May-2008 9:20:57 PM, 0.002,,1.240,1.752,1,9
650068, CL, +34.916452828, -79.662922157, 318.941, 425186.930, 1801275.795, 422.315, 15.737,0.029,0.040,28-May-2008 9:20:58 PM, 0.003,,1.240,1.752,1,9
650069, CL, +34.916473038, -79.662890793, 318.999, 425194.222, 1801285.246, 422.373, 15.737,0.031,0.043,28-May-2008 9:20:59 PM, 0.002,,1.240,1.752,1,9
650070, CL, +34.916492790, -79.662859691, 319.014, 425201.348, 1801294.617, 422.388, 15.737,0.026,0.037,28-May-2008 9:21:00 PM, 0.003,,1.240,1.752,1,9
650071, CL, +34.916512110, -79.662828664, 318.960, 425208.317, 1801303.965, 422.335, 15.737,0.037,0.052,28-May-2008 9:21:01 PM, 0.002,,1.240,1.752,1,9
650072, CL, +34.916531722, -79.662798460, 318.983, 425215.394, 1801313.067, 422.358, 15.737,0.031,0.044,28-May-2008 9:21:02 PM, 0.003,,1.240,1.752,1,9
650073, CL, +34.916550906, -79.662768455, 318.979, 425222.316, 1801322.108, 422.354, 15.737,0.028,0.039,28-May-2008 9:21:03 PM, 0.003,,1.240,1.752,1,9
650074, CL, +34.916569607, -79.662738333, 319.003, 425229.061, 1801331.183, 422.379, 15.737,0.030,0.043,28-May-2008 9:21:04 PM, 0.002,,1.240,1.751,1,9
650075, CL, +34.916588659, -79.662708654, 319.108, 425235.935, 1801340.126, 422.483, 15.737,0.031,0.043,28-May-2008 9:21:05 PM, 0.002,,1.784,2.475,1,8
650076, CL, +34.916607925, -79.662679457, 319.237, 425242.888, 1801348.925, 422.613, 15.737,0.038,0.053,28-May-2008 9:21:06 PM, 0.002,,1.784,2.475,1,8
650077, CL, +34.916626472, -79.662649550, 319.167, 425249.578, 1801357.935, 422.543, 15.737,0.027,0.037,28-May-2008 9:21:07 PM, 0.002,,1.784,2.475,1,8
650078, CL, +34.916644876, -79.662619615, 319.209, 425256.215, 1801366.953, 422.585, 15.737,0.035,0.049,28-May-2008 9:21:08 PM, 0.002,,1.784,2.476,1,8
650079, CL, +34.916664096, -79.662590332, 319.196, 425263.152, 1801375.778, 422.572, 15.737,0.037,0.052,28-May-2008 9:21:09 PM, 0.002,,1.783,2.476,1,8
650080, CL, +34.916685009, -79.662557577, 319.200, 425270.697, 1801385.647, 422.576, 15.737,0.042,0.058,28-May-2008 9:21:10 PM, 0.002,,1.783,2.476,1,8
650081, CL, +34.916722571, -79.662497111, 319.269, 425284.246, 1801403.864, 422.646, 15.737,0.038,0.053,28-May-2008 9:21:12 PM, 0.002,,1.783,2.476,1,8
650082, CL, +34.916742044, -79.662467136, 319.226, 425291.272, 1801412.897, 422.603, 15.737,0.030,0.042,28-May-2008 9:21:13 PM, 0.002,,1.783,2.476,1,8
650083, CL, +34.916760953, -79.662436261, 319.262, 425298.092, 1801422.198, 422.640, 15.737,0.024,0.033,28-May-2008 9:21:14 PM, 0.002,,1.783,2.476,1,8
650084, CL, +34.916780069, -79.662405278, 319.254, 425304.987, 1801431.532, 422.631, 15.737,0.033,0.045,28-May-2008 9:21:15 PM, 0.001,,1.783,2.476,1,8
650085, CL, +34.916799928, -79.662374862, 319.245, 425312.153, 1801440.698, 422.623, 15.737,0.029,0.040,28-May-2008 9:21:16 PM, 0.002,,1.783,2.477,1,8
650086, CL, +34.916819291, -79.662343457, 319.294, 425319.137, 1801450.159, 422.672, 15.737,0.031,0.043,28-May-2008 9:21:17 PM, 0.002,,1.783,2.477,1,8
650087, CL, +34.916838729, -79.662311840, 319.324, 425326.148, 1801459.684, 422.702, 15.737,0.025,0.035,28-May-2008 9:21:18 PM, 0.002,,1.783,2.477,1,8
650088, CL, +34.916858886, -79.662281100, 319.360, 425333.422, 1801468.948, 422.738, 15.737,0.026,0.036,28-May-2008 9:21:19 PM, 0.001,,1.783,2.477,1,8
650089, CL, +34.916878670, -79.662249921, 319.334, 425340.560, 1801478.342, 422.713, 15.737,0.041,0.057,28-May-2008 9:21:20 PM, 0.001,,1.783,2.477,1,8
650090, CL, +34.916897922, -79.662218092, 319.353, 425347.502, 1801487.930, 422.732, 15.737,0.024,0.034,28-May-2008 9:21:21 PM, 0.002,,1.782,2.477,1,8
650091, CL, +34.916917867, -79.662186772, 319.362, 425354.698, 1801497.367, 422.742, 15.737,0.031,0.044,28-May-2008 9:21:22 PM, 0.001,,1.782,2.477,1,8
650092, CL, +34.916938093, -79.662155612, 319.341, 425361.996, 1801506.757, 422.720, 15.737,0.024,0.034,28-May-2008 9:21:23 PM, 0.002,,1.782,2.477,1,8
650093, CL, +34.916957578, -79.662124125, 319.389, 425369.024, 1801516.243, 422.769, 15.737,0.056,0.078,28-May-2008 9:21:24 PM, 0.001,,1.782,2.477,1,8
650094, CL, +34.916976948, -79.662093012, 319.392, 425376.012, 1801525.616, 422.772, 15.737,0.040,0.056,28-May-2008 9:21:25 PM, 0.003,,1.782,2.478,1,8
650095, CL, +34.916996917, -79.662062686, 319.282, 425383.218, 1801534.755, 422.662, 15.737,0.029,0.041,28-May-2008 9:21:26 PM, 0.002,,1.782,2.478,1,8
650096, CL, +34.917015941, -79.662032073, 319.381, 425390.080, 1801543.978, 422.761, 15.737,0.040,0.057,28-May-2008 9:21:27 PM, 0.002,,1.239,1.751,1,9
650097, CL, +34.917034441, -79.662002016, 319.353, 425396.753, 1801553.033, 422.733, 15.737,0.036,0.051,28-May-2008 9:21:28 PM, 0.003,,1.239,1.751,1,9
650098, CL, +34.917053069, -79.661973308, 319.433, 425403.474, 1801561.684, 422.813, 15.737,0.027,0.038,28-May-2008 9:21:29 PM, 0.003,,1.239,1.751,1,9
650099, CL, +34.917071472, -79.661944761, 319.462, 425410.115, 1801570.286, 422.843, 15.737,0.039,0.055,28-May-2008 9:21:30 PM, 0.002,,1.239,1.751,1,9
650100, CL, +34.917089322, -79.661915662, 319.513, 425416.553, 1801579.052, 422.894, 15.737,0.029,0.040,28-May-2008 9:21:31 PM, 0.003,,1.239,1.751,1,9
650101, CL, +34.917107340, -79.661886722, 319.477, 425423.052, 1801587.771, 422.858, 15.737,0.031,0.044,28-May-2008 9:21:32 PM, 0.002,,1.239,1.751,1,9
650102, CL, +34.917127915, -79.661855396, 319.461, 425430.477, 1801597.211, 422.842, 15.737,0.030,0.043,28-May-2008 9:21:33 PM, 0.003,,1.239,1.751,1,9
650103, CL, +34.917162237, -79.661799625, 319.553, 425442.856, 1801614.013, 422.934, 15.737,0.040,0.056,28-May-2008 9:21:35 PM, 0.003,,1.239,1.751,1,9
650104, CL, +34.917181015, -79.661770898, 319.484, 425449.633, 1801622.669, 422.866, 15.737,0.037,0.052,28-May-2008 9:21:36 PM, 0.003,,1.239,1.751,1,9
