name, fCode, lati,long,ellHt,northing,easting,elev,antHt, horizPrec , vertPrec ,startTime,RMS,,,,NumPos,minSVs
410096, CL,34.91489258,-79.663546,319.475,424620.367,1801084.992,422.852,15.737,0.03,0.048,5/27/08 15:10,0.003,,,,1,8
410097, CL,34.91491757,-79.66350609,319.508,424629.381,1801097.016,422.885,15.737,0.028,0.045,5/27/08 15:10,0.003,,,,1,8
410098, CL,34.91494341,-79.66346604,319.532,424638.707,1801109.087,422.91,15.737,0.041,0.065,5/27/08 15:10,0.003,,,,1,8
410099, CL,34.91496895,-79.66342486,319.5,424647.918,1801121.492,422.877,15.737,0.032,0.051,5/27/08 15:10,0.004,,,,1,8
410100, CL,34.91499526,-79.6633839,319.577,424657.411,1801133.834,422.955,15.737,0.038,0.06,5/27/08 15:10,0.003,,,,1,8
410101, CL,34.91502147,-79.66334248,319.552,424666.866,1801146.315,422.93,15.737,0.034,0.054,5/27/08 15:10,0.004,,,,1,8
410102, CL,34.91504759,-79.66330067,319.552,424676.289,1801158.913,422.931,15.737,0.035,0.056,5/27/08 15:10,0.004,,,,1,8
410103, CL,34.9150742,-79.66325928,319.574,424685.888,1801171.386,422.953,15.737,0.03,0.048,5/27/08 15:10,0.004,,,,1,8
410104, CL,34.91510025,-79.66321713,319.644,424695.284,1801184.082,423.023,15.737,0.025,0.04,5/27/08 15:10,0.003,,,,1,8
410105, CL,34.91512703,-79.66317537,319.643,424704.947,1801196.667,423.022,15.737,0.024,0.037,5/27/08 15:10,0.003,,,,1,8
410106, CL,34.91515353,-79.66313335,319.642,424714.509,1801209.327,423.022,15.737,0.028,0.044,5/27/08 15:10,0.003,,,,1,8
410107, CL,34.91518541,-79.66308297,319.67,424726.006,1801224.509,423.05,15.737,0.026,0.042,5/27/08 15:10,0.003,,,,1,8
410108, CL,34.91520976,-79.66304529,319.637,424734.795,1801235.863,423.017,15.737,0.022,0.035,5/27/08 15:10,0.003,,,,1,8
410109, CL,34.91523587,-79.66300264,319.725,424744.212,1801248.711,423.106,15.737,0.031,0.049,5/27/08 15:10,0.002,,,,1,8
410110, CL,34.9152631,-79.66296081,319.769,424754.036,1801261.317,423.149,15.737,0.022,0.035,5/27/08 15:10,0.003,,,,1,8
410111, CL,34.91528976,-79.66291841,319.741,424763.656,1801274.091,423.122,15.737,0.027,0.043,5/27/08 15:10,0.002,,,,1,8
410112, CL,34.91531897,-79.66287179,319.751,424774.192,1801288.139,423.132,15.737,0.018,0.028,5/27/08 15:10,0.003,,,,1,8
410113, CL,34.91534586,-79.66282956,319.816,424783.891,1801300.862,423.198,15.737,0.028,0.044,5/27/08 15:10,0.002,,,,1,8
410114, CL,34.91537244,-79.66278691,319.883,424793.481,1801313.713,423.265,15.737,0.022,0.035,5/27/08 15:10,0.003,,,,1,8
410115, CL,34.9153994,-79.66274468,319.927,424803.206,1801326.436,423.309,15.737,0.019,0.03,5/27/08 15:10,0.002,,,,1,8
410116, CL,34.91542594,-79.66270205,319.959,424812.78,1801339.28,423.342,15.737,0.025,0.039,5/27/08 15:10,0.002,,,,1,8
410117, CL,34.91545293,-79.66265985,319.976,424822.517,1801351.996,423.359,15.737,0.018,0.028,5/27/08 15:10,0.003,,,,1,8
410118, CL,34.91547987,-79.66261745,319.934,424832.237,1801364.773,423.317,15.737,0.031,0.049,5/27/08 15:10,0.002,,,,1,8
410119, CL,34.9155066,-79.6625747,319.941,424841.879,1801377.652,423.324,15.737,0.033,0.053,5/27/08 15:10,0.003,,,,1,8
410120, CL,34.91553382,-79.66253242,319.988,424851.702,1801390.394,423.372,15.737,0.024,0.037,5/27/08 15:10,0.004,,,,1,8
410121, CL,34.91556021,-79.6624893,320.022,424861.22,1801403.384,423.406,15.737,0.029,0.045,5/27/08 15:10,0.003,,,,1,8
410122, CL,34.91558766,-79.6624472,320.056,424871.125,1801416.07,423.44,15.737,0.028,0.044,5/27/08 15:10,0.003,,,,1,8
410123, CL,34.91561434,-79.6624042,320.046,424880.746,1801429.026,423.43,15.737,0.028,0.043,5/27/08 15:10,0.003,,,,1,8
410124, CL,34.91564142,-79.66236159,320.06,424890.519,1801441.864,423.445,15.737,0.025,0.04,5/27/08 15:10,0.003,,,,1,8
410125, CL,34.91566854,-79.66231925,320.066,424900.303,1801454.622,423.451,15.737,0.025,0.04,5/27/08 15:10,0.003,,,,1,8
410126, CL,34.91569502,-79.66227615,320.099,424909.853,1801467.606,423.484,15.737,0.023,0.036,5/27/08 15:10,0.003,,,,1,8
410127, CL,34.91572248,-79.6622339,320.175,424919.76,1801480.338,423.561,15.737,0.021,0.034,5/27/08 15:10,0.002,,,,1,8
410128, CL,34.91574913,-79.66219106,320.273,424929.374,1801493.243,423.659,15.737,0.024,0.038,5/27/08 15:10,0.002,,,,1,8
410129, CL,34.91577626,-79.66214864,320.201,424939.164,1801506.027,423.587,15.737,0.032,0.05,5/27/08 15:10,0.003,,,,1,8
410130, CL,34.91580325,-79.66210601,320.294,424948.901,1801518.871,423.68,15.737,0.031,0.049,5/27/08 15:10,0.003,,,,1,8
410131, CL,34.91583003,-79.66206309,320.28,424958.561,1801531.801,423.667,15.737,0.027,0.043,5/27/08 15:10,0.003,,,,1,8
410132, CL,34.91585761,-79.66202081,320.291,424968.513,1801544.543,423.678,15.737,0.038,0.06,5/27/08 15:11,0.003,,,,1,8
410133, CL,34.91588397,-79.66197749,320.329,424978.018,1801557.592,423.716,15.737,0.02,0.032,5/27/08 15:11,0.004,,,,1,8
410134, CL,34.91591137,-79.66193508,320.347,424987.906,1801570.373,423.735,15.737,0.04,0.064,5/27/08 15:11,0.002,,,,1,8
410135, CL,34.91593852,-79.66189221,320.362,424997.7,1801583.289,423.75,15.737,0.037,0.059,5/27/08 15:11,0.004,,,,1,8
410136, CL,34.91596547,-79.66184933,320.419,425007.423,1801596.208,423.808,15.737,0.022,0.034,5/27/08 15:11,0.004,,,,1,8
410137, CL,34.91599276,-79.66180683,320.344,425017.268,1801609.016,423.733,15.737,0.026,0.041,5/27/08 15:11,0.002,,,,1,8
410138, CL,34.91601937,-79.6617635,320.388,425026.868,1801622.068,423.777,15.737,0.026,0.041,5/27/08 15:11,0.003,,,,1,8
410139, CL,34.91604715,-79.66172121,320.416,425036.891,1801634.813,423.805,15.737,0.026,0.041,5/27/08 15:11,0.003,,,,1,8
410140, CL,34.91607394,-79.66167812,320.455,425046.554,1801647.795,423.844,15.737,0.027,0.042,5/27/08 15:11,0.003,,,,1,8
410141, CL,34.91610122,-79.66163556,320.485,425056.397,1801660.62,423.875,15.737,0.027,0.043,5/27/08 15:11,0.003,,,,1,8
410142, CL,34.91612846,-79.66159298,320.517,425066.228,1801673.449,423.907,15.737,0.021,0.033,5/27/08 15:11,0.003,,,,1,8
410143, CL,34.91615511,-79.66154987,320.549,425075.838,1801686.438,423.939,15.737,0.029,0.046,5/27/08 15:11,0.002,,,,1,8
410144, CL,34.91618262,-79.66150754,320.677,425085.767,1801699.193,424.067,15.737,0.025,0.039,5/27/08 15:11,0.003,,,,1,8
410145, CL,34.91620932,-79.66146461,320.656,425095.398,1801712.127,424.047,15.737,0.028,0.044,5/27/08 15:11,0.003,,,,1,8
410146, CL,34.91623659,-79.66142214,320.698,425105.238,1801724.923,424.089,15.737,0.028,0.045,5/27/08 15:11,0.003,,,,1,8
410147, CL,34.91626375,-79.66137954,320.698,425115.036,1801737.761,424.089,15.737,0.03,0.048,5/27/08 15:11,0.003,,,,1,8
410148, CL,34.91629051,-79.66133649,320.749,425124.689,1801750.729,424.141,15.737,0.027,0.043,5/27/08 15:11,0.003,,,,1,8
410149, CL,34.916318,-79.66129417,320.718,425134.607,1801763.484,424.111,15.737,0.025,0.039,5/27/08 15:11,0.003,,,,1,8
410150, CL,34.91634739,-79.66124654,320.782,425145.208,1801777.832,424.174,15.737,0.022,0.036,5/27/08 15:11,0.003,,,,1,8
410151, CL,34.91637507,-79.66120415,320.777,425155.197,1801790.605,424.17,15.737,0.025,0.04,5/27/08 15:11,0.002,,,,1,8
410152, CL,34.91640205,-79.66116111,320.711,425164.93,1801803.574,424.104,15.737,0.02,0.032,5/27/08 15:11,0.003,,,,1,8
410153, CL,34.91642923,-79.66111813,320.792,425174.734,1801816.522,424.185,15.737,0.024,0.037,5/27/08 15:11,0.002,,,,1,8
410154, CL,34.91645642,-79.66107507,320.823,425184.543,1801829.497,424.216,15.737,0.028,0.045,5/27/08 15:11,0.003,,,,1,8
410155, CL,34.91648318,-79.66103173,320.866,425194.196,1801842.553,424.26,15.737,0.027,0.043,5/27/08 15:11,0.003,,,,1,8
410156, CL,34.91651068,-79.66098907,320.875,425204.12,1801855.408,424.269,15.737,0.036,0.057,5/27/08 15:11,0.003,,,,1,8
410157, CL,34.91653766,-79.66094602,320.902,425213.853,1801868.377,424.296,15.737,0.039,0.062,5/27/08 15:11,0.004,,,,1,8
410158, CL,34.91656461,-79.66090329,320.959,425223.574,1801881.252,424.353,15.737,0.039,0.061,5/27/08 15:11,0.004,,,,1,8
410159, CL,34.9165913,-79.66086088,320.943,425233.203,1801894.032,424.338,15.737,0.034,0.053,5/27/08 15:11,0.004,,,,1,8
410160, CL,34.91661761,-79.66081909,321.055,425242.696,1801906.622,424.451,15.737,0.03,0.047,5/27/08 15:11,0.004,,,,1,8
410161, CL,34.91664364,-79.66077837,321.021,425252.086,1801918.892,424.417,15.737,0.024,0.037,5/27/08 15:11,0.003,,,,1,8
410162, CL,34.91666833,-79.66073849,321.011,425260.993,1801930.906,424.407,15.737,0.022,0.035,5/27/08 15:11,0.003,,,,1,8
410163, CL,34.9166925,-79.66070086,321.058,425269.712,1801942.244,424.454,15.737,0.023,0.036,5/27/08 15:11,0.002,,,,1,8
410164, CL,34.91671556,-79.66066508,321.063,425278.034,1801953.024,424.459,15.737,0.028,0.044,5/27/08 15:11,0.002,,,,1,8
410165, CL,34.91673701,-79.66063056,321.09,425285.771,1801963.425,424.486,15.737,0.023,0.036,5/27/08 15:11,0.003,,,,1,8
410166, CL,34.91675731,-79.66059849,321.068,425293.093,1801973.089,424.465,15.737,0.021,0.034,5/27/08 15:11,0.002,,,,1,8
410167, CL,34.91677628,-79.66056882,321.118,425299.939,1801982.029,424.515,15.737,0.024,0.038,5/27/08 15:11,0.002,,,,1,8
410168, CL,34.91679361,-79.66054118,321.097,425306.192,1801990.356,424.495,15.737,0.02,0.032,5/27/08 15:11,0.003,,,,1,8
410169, CL,34.91682604,-79.66048983,321.155,425317.892,1802005.828,424.552,15.737,0.034,0.054,5/27/08 15:11,0.003,,,,1,8
410170, CL,34.91684351,-79.66046262,321.186,425324.194,1802014.027,424.584,15.737,0.023,0.036,5/27/08 15:11,0.004,,,,1,8
410171, CL,34.91687408,-79.66041366,321.262,425335.223,1802028.776,424.66,15.737,0.044,0.07,5/27/08 15:11,0.004,,,,1,8
410172, CL,34.91690296,-79.66036891,321.298,425345.643,1802042.259,424.696,15.737,0.054,0.086,5/27/08 15:11,0.005,,,,1,8
410173, CL,34.91692331,-79.66033603,321.281,425352.984,1802052.166,424.679,15.737,0.03,0.048,5/27/08 15:11,0.006,,,,1,8
410174, CL,34.91695214,-79.66029014,321.293,425363.384,1802065.992,424.692,15.737,0.025,0.04,5/27/08 15:11,0.003,,,,1,8
410175, CL,34.91698067,-79.66024574,321.29,425373.679,1802079.37,424.69,15.737,0.023,0.036,5/27/08 15:11,0.003,,,,1,8
410176, CL,34.91700624,-79.66020425,321.325,425382.9,1802091.868,424.725,15.737,0.019,0.031,5/27/08 15:11,0.002,,,,1,8
410177, CL,34.9170243,-79.66017635,321.309,425389.419,1802100.276,424.709,15.737,0.024,0.038,5/27/08 15:11,0.003,,,,1,8
410178, CL,34.91704303,-79.66014708,321.33,425396.175,1802109.095,424.73,15.737,0.029,0.046,5/27/08 15:11,0.003,,,,1,8
410179, CL,34.91706605,-79.66011006,321.395,425404.481,1802120.25,424.795,15.737,0.035,0.055,5/27/08 15:11,0.003,,,,1,8
410180, CL,34.91708945,-79.6600733,321.466,425412.922,1802131.326,424.866,15.737,0.033,0.053,5/27/08 15:12,0.004,,,,1,8
410181, CL,34.91711305,-79.66003661,321.481,425421.436,1802142.381,424.881,15.737,0.026,0.042,5/27/08 15:12,0.003,,,,1,8
410182, CL,34.91713109,-79.66000794,321.479,425427.944,1802151.018,424.88,15.737,0.024,0.038,5/27/08 15:12,0.002,,,,1,8
pt4e, PT4,34.91699815,-79.66021734,321.319,425379.984,1802087.925,424.718,15.737,0.019,0.031,5/27/08 15:13,0.003,,,,4,8
pt5e, PT5,34.91615771,-79.66154599,320.525,425076.779,1801687.607,423.916,15.737,0.022,0.034,5/27/08 15:14,0.003,,,,5,8
290001, CL,34.91379169,-79.6644679,321.2,424221.575,1800805.951,424.574,15.737,0.045,0.071,5/27/08 15:21,0.005,,,,1,8
290002, CL,34.91380836,-79.66443376,321.151,424227.574,1800816.226,424.525,15.737,0.045,0.071,5/27/08 15:21,0.005,,,,1,8
290003, CL,34.91382607,-79.66439966,321.1,424233.951,1800826.492,424.474,15.737,0.031,0.05,5/27/08 15:21,0.005,,,,1,8
290004, CL,34.91384434,-79.6643656,321.126,424240.531,1800836.747,424.501,15.737,0.043,0.068,5/27/08 15:21,0.003,,,,1,8
290005, CL,34.91386338,-79.66433241,321.168,424247.393,1800846.744,424.542,15.737,0.022,0.034,5/27/08 15:21,0.005,,,,1,8
290006, CL,34.91388255,-79.66429958,321.072,424254.305,1800856.632,424.447,15.737,0.022,0.035,5/27/08 15:21,0.002,,,,1,8
290007, CL,34.9139019,-79.66426738,320.98,424261.281,1800866.33,424.355,15.737,0.025,0.04,5/27/08 15:21,0.002,,,,1,8
290008, CL,34.91392079,-79.66423507,320.947,424268.092,1800876.064,424.323,15.737,0.032,0.051,5/27/08 15:21,0.003,,,,1,8
290009, CL,34.9139434,-79.66419675,320.934,424276.241,1800887.607,424.31,15.737,0.032,0.05,5/27/08 15:21,0.003,,,,1,8
290010, CL,34.91396085,-79.66416424,320.952,424282.529,1800897.394,424.327,15.737,0.038,0.061,5/27/08 15:21,0.003,,,,1,8
290011, CL,34.91397557,-79.66413493,321.005,424287.825,1800906.217,424.381,15.737,0.096,0.165,5/27/08 15:21,0.004,,,,1,7
290012, CL,34.91399177,-79.66410274,321.005,424293.658,1800915.905,424.382,15.737,0.042,0.073,5/27/08 15:21,0.009,,,,1,7
290013, CL,34.91400764,-79.66407073,320.971,424299.37,1800925.54,424.348,15.737,0.044,0.076,5/27/08 15:21,0.004,,,,1,7
290014, CL,34.914023,-79.66403867,321.032,424304.893,1800935.188,424.409,15.737,0.042,0.072,5/27/08 15:21,0.004,,,,1,7
290015, CL,34.91403822,-79.66400671,321.055,424310.37,1800944.806,424.432,15.737,0.069,0.119,5/27/08 15:21,0.004,,,,1,7
290016, CL,34.9140537,-79.66397517,321.089,424315.94,1800954.298,424.466,15.737,0.044,0.076,5/27/08 15:21,0.007,,,,1,7
290017, CL,34.91406945,-79.66394398,321.215,424321.61,1800963.686,424.592,15.737,0.038,0.065,5/27/08 15:21,0.004,,,,1,7
290018, CL,34.91408566,-79.66391321,321.376,424327.445,1800972.948,424.754,15.737,0.045,0.077,5/27/08 15:21,0.004,,,,1,7
290019, CL,34.91410165,-79.66388243,321.309,424333.205,1800982.215,424.687,15.737,0.028,0.049,5/27/08 15:21,0.004,,,,1,7
290020, CL,34.91412039,-79.66384955,321.323,424339.959,1800992.117,424.701,15.737,0.025,0.043,5/27/08 15:21,0.003,,,,1,7
290021, CL,34.9141551,-79.66379254,321.295,424352.475,1801009.294,424.674,15.737,0.047,0.08,5/27/08 15:21,0.003,,,,1,7
290022, CL,34.91417379,-79.66376199,321.288,424359.217,1801018.498,424.667,15.737,0.032,0.055,5/27/08 15:21,0.004,,,,1,7
290023, CL,34.91419307,-79.6637314,321.333,424366.17,1801027.712,424.712,15.737,0.031,0.054,5/27/08 15:21,0.003,,,,1,7
290024, CL,34.91421285,-79.66370039,321.218,424373.309,1801037.058,424.598,15.737,0.027,0.046,5/27/08 15:21,0.003,,,,1,7
290025, CL,34.91423275,-79.66366828,321.177,424380.486,1801046.733,424.556,15.737,0.032,0.055,5/27/08 15:21,0.003,,,,1,7
290026, CL,34.91425337,-79.66363613,321.086,424387.923,1801056.418,424.466,15.737,0.052,0.089,5/27/08 15:21,0.003,,,,1,7
290027, CL,34.91427419,-79.66360373,321.134,424395.436,1801066.182,424.514,15.737,0.038,0.065,5/27/08 15:21,0.005,,,,1,7
290028, CL,34.91430118,-79.66356096,321.026,424405.173,1801079.07,424.406,15.737,0.022,0.038,5/27/08 15:21,0.004,,,,1,7
290029, CL,34.91433774,-79.66350405,320.901,424418.365,1801096.219,424.282,15.737,0.033,0.057,5/27/08 15:21,0.002,,,,1,7
290030, CL,34.91435919,-79.66347002,320.836,424426.103,1801106.472,424.217,15.737,0.023,0.04,5/27/08 15:21,0.003,,,,1,7
290031, CL,34.91438076,-79.6634361,320.866,424433.884,1801116.692,424.247,15.737,0.03,0.051,5/27/08 15:21,0.002,,,,1,7
290032, CL,34.91440259,-79.66340208,320.713,424441.76,1801126.944,424.094,15.737,0.036,0.061,5/27/08 15:21,0.003,,,,1,7
290033, CL,34.91442438,-79.66336732,320.651,424449.619,1801137.418,424.033,15.737,0.045,0.077,5/27/08 15:21,0.003,,,,1,7
290034, CL,34.91444665,-79.66333239,320.567,424457.655,1801147.944,423.949,15.737,0.037,0.064,5/27/08 15:21,0.004,,,,1,7
290035, CL,34.91447146,-79.66329363,320.533,424466.608,1801159.622,423.915,15.737,0.038,0.065,5/27/08 15:21,0.004,,,,1,7
290036, CL,34.91449162,-79.66326153,320.515,424473.878,1801169.295,423.897,15.737,0.025,0.042,5/27/08 15:21,0.004,,,,1,7
290037, CL,34.91451665,-79.66322238,320.409,424482.907,1801181.092,423.792,15.737,0.02,0.035,5/27/08 15:21,0.002,,,,1,7
290038, CL,34.91453712,-79.66319044,320.448,424490.293,1801190.715,423.83,15.737,0.026,0.045,5/27/08 15:21,0.002,,,,1,7
290039, CL,34.91456108,-79.66315136,320.379,424498.938,1801202.489,423.762,15.737,0.02,0.034,5/27/08 15:21,0.002,,,,1,7
290040, CL,34.91458308,-79.66311755,320.341,424506.874,1801212.678,423.724,15.737,0.018,0.03,5/27/08 15:21,0.002,,,,1,7
290041, CL,34.91460451,-79.66308494,320.28,424514.608,1801222.504,423.663,15.737,0.023,0.039,5/27/08 15:21,0.002,,,,1,7
290042, CL,34.91462556,-79.6630494,320.264,424522.197,1801233.209,423.647,15.737,0.025,0.043,5/27/08 15:21,0.002,,,,1,7
290043, CL,34.91466111,-79.66299476,320.207,424535.026,1801249.675,423.591,15.737,0.019,0.033,5/27/08 15:21,0.002,,,,1,7
290044, CL,34.91467859,-79.66296739,320.138,424541.332,1801257.924,423.522,15.737,0.033,0.057,5/27/08 15:21,0.002,,,,1,7
290045, CL,34.91469526,-79.66293998,320.176,424547.345,1801266.182,423.56,15.737,0.02,0.035,5/27/08 15:21,0.003,,,,1,7
290046, CL,34.91472729,-79.66288883,320.162,424558.899,1801281.591,423.547,15.737,0.021,0.035,5/27/08 15:22,0.002,,,,1,7
290047, CL,34.91474815,-79.66285522,320.205,424566.423,1801291.718,423.59,15.737,0.036,0.063,5/27/08 15:22,0.002,,,,1,7
290048, CL,34.91477129,-79.66281858,320.207,424574.771,1801302.759,423.592,15.737,0.021,0.036,5/27/08 15:22,0.002,,,,1,7
290049, CL,34.91479275,-79.66278434,320.245,424582.511,1801313.074,423.631,15.737,0.017,0.03,5/27/08 15:22,0.002,,,,1,7
290050, CL,34.91483822,-79.66271211,320.187,424598.916,1801334.838,423.573,15.737,0.037,0.063,5/27/08 15:22,0.002,,,,1,7
290051, CL,34.91487161,-79.66265886,320.198,424610.959,1801350.88,423.584,15.737,0.021,0.037,5/27/08 15:22,0.003,,,,1,7
290052, CL,34.91488904,-79.66263078,320.172,424617.248,1801359.341,423.559,15.737,0.034,0.059,5/27/08 15:22,0.002,,,,1,7
290053, CL,34.91490732,-79.66260254,320.242,424623.844,1801367.85,423.629,15.737,0.044,0.077,5/27/08 15:22,0.003,,,,1,7
290054, CL,34.91492567,-79.66257372,320.099,424630.464,1801376.534,423.486,15.737,0.026,0.045,5/27/08 15:22,0.004,,,,1,7
290055, CL,34.91494389,-79.66254384,320.103,424637.034,1801385.536,423.49,15.737,0.029,0.05,5/27/08 15:22,0.003,,,,1,7
290056, CL,34.91496464,-79.66251096,320.169,424644.519,1801395.443,423.556,15.737,0.042,0.073,5/27/08 15:22,0.003,,,,1,7
290057, CL,34.914982,-79.66248422,320.214,424650.785,1801403.501,423.601,15.737,0.02,0.034,5/27/08 15:22,0.004,,,,1,7
290058, CL,34.91500276,-79.66245079,320.233,424658.271,1801413.574,423.62,15.737,0.054,0.093,5/27/08 15:22,0.002,,,,1,7
290059, CL,34.9150219,-79.66242012,320.276,424665.174,1801422.814,423.664,15.737,0.034,0.058,5/27/08 15:22,0.005,,,,1,7
290060, CL,34.91504161,-79.66238955,320.262,424672.288,1801432.024,423.65,15.737,0.026,0.044,5/27/08 15:22,0.003,,,,1,7
290061, CL,34.91506119,-79.66235883,320.303,424679.351,1801441.282,423.692,15.737,0.037,0.065,5/27/08 15:22,0.002,,,,1,7
290062, CL,34.9150806,-79.6623276,320.385,424686.355,1801450.69,423.773,15.737,0.026,0.044,5/27/08 15:22,0.004,,,,1,7
290063, CL,34.91510079,-79.66229627,320.387,424693.639,1801460.131,423.776,15.737,0.029,0.051,5/27/08 15:22,0.002,,,,1,7
290064, CL,34.91512177,-79.66226333,320.51,424701.206,1801470.056,423.899,15.737,0.032,0.056,5/27/08 15:22,0.003,,,,1,7
290065, CL,34.91514393,-79.66222778,320.412,424709.202,1801480.767,423.801,15.737,0.039,0.067,5/27/08 15:22,0.003,,,,1,7
290066, CL,34.91516753,-79.66219077,320.383,424717.714,1801491.921,423.773,15.737,0.023,0.039,5/27/08 15:22,0.004,,,,1,7
290067, CL,34.91519159,-79.66215306,320.426,424726.396,1801503.281,423.816,15.737,0.024,0.042,5/27/08 15:22,0.002,,,,1,7
290068, CL,34.91521541,-79.66211512,320.428,424734.989,1801514.712,423.818,15.737,0.046,0.079,5/27/08 15:22,0.002,,,,1,7
290069, CL,34.91523932,-79.66207786,320.476,424743.617,1801525.941,423.866,15.737,0.024,0.042,5/27/08 15:22,0.004,,,,1,7
290070, CL,34.91526239,-79.66204122,320.473,424751.938,1801536.981,423.864,15.737,0.034,0.058,5/27/08 15:22,0.002,,,,1,7
290071, CL,34.91528455,-79.66200604,320.534,424759.932,1801547.58,423.924,15.737,0.046,0.08,5/27/08 15:22,0.003,,,,1,7
290072, CL,34.91530791,-79.66196948,320.524,424768.362,1801558.595,423.915,15.737,0.024,0.041,5/27/08 15:22,0.004,,,,1,7
290073, CL,34.91532784,-79.66193784,320.581,424775.55,1801568.128,423.972,15.737,0.023,0.04,5/27/08 15:22,0.002,,,,1,7
290074, CL,34.91534664,-79.66190773,320.533,424782.331,1801577.201,423.925,15.737,0.026,0.045,5/27/08 15:23,0.002,,,,1,7
290075, CL,34.91536496,-79.66187919,320.555,424788.941,1801585.8,423.947,15.737,0.03,0.051,5/27/08 15:23,0.003,,,,1,7
290076, CL,34.91538331,-79.66185064,320.582,424795.563,1801594.405,423.973,15.737,0.019,0.033,5/27/08 15:23,0.003,,,,1,7
290077, CL,34.91540217,-79.66182036,320.635,424802.366,1801603.526,424.027,15.737,0.024,0.041,5/27/08 15:23,0.002,,,,1,7
290078, CL,34.91542265,-79.66178818,320.586,424809.756,1801613.222,423.978,15.737,0.025,0.042,5/27/08 15:23,0.002,,,,1,7
290079, CL,34.91544508,-79.66175349,320.58,424817.849,1801623.677,423.972,15.737,0.022,0.038,5/27/08 15:23,0.002,,,,1,7
290080, CL,34.91546892,-79.66171538,320.718,424826.448,1801635.157,424.11,15.737,0.027,0.047,5/27/08 15:23,0.002,,,,1,7
290081, CL,34.91549505,-79.66167454,320.675,424835.877,1801647.465,424.068,15.737,0.027,0.047,5/27/08 15:23,0.003,,,,1,7
290082, CL,34.91552196,-79.66163206,320.665,424845.583,1801660.265,424.058,15.737,0.021,0.037,5/27/08 15:23,0.003,,,,1,7
290083, CL,34.91554875,-79.66158894,320.782,424855.25,1801673.254,424.176,15.737,0.026,0.046,5/27/08 15:23,0.002,,,,1,7
290084, CL,34.91557611,-79.66154671,320.753,424865.119,1801685.981,424.147,15.737,0.03,0.051,5/27/08 15:23,0.003,,,,1,7
290085, CL,34.91560242,-79.66150407,320.761,424874.611,1801698.827,424.155,15.737,0.027,0.046,5/27/08 15:23,0.003,,,,1,7
290086, CL,34.91562869,-79.66146306,320.856,424884.089,1801711.184,424.25,15.737,0.03,0.051,5/27/08 15:23,0.003,,,,1,7
290087, CL,34.91565612,-79.66141949,320.869,424893.986,1801724.31,424.264,15.737,0.036,0.062,5/27/08 15:23,0.003,,,,1,7
290088, CL,34.91567974,-79.66138163,320.884,424902.503,1801735.716,424.279,15.737,0.045,0.078,5/27/08 15:23,0.003,,,,1,7
290089, CL,34.91570292,-79.66134608,320.871,424910.868,1801746.43,424.266,15.737,0.025,0.044,5/27/08 15:23,0.004,,,,1,7
290090, CL,34.91572431,-79.66131187,320.889,424918.583,1801756.736,424.284,15.737,0.017,0.029,5/27/08 15:23,0.002,,,,1,7
